Akalla,0.5308964785773392
Husby,0.1538387832350856
Kista,0.22082810408333076
Hallonberg,0.1616813527476966
Näckrosen,0.2646457755320587
Solna,0.3244571542305149
Västra skogen,0.49762929061074157
Stadshagen,0.29315661595090703
Fridhemsplan,0.24172862311935728
Rådhuset,0.4544794355797549
T-Centralen,0.4997017090448263
Kungsträdgården,0.48349706103380763
Hjulsta,0.5390172320008285
Tensta,0.07441625354780046
Rinkeby,0.17874015155630218
Rissne,0.572281021780089
Duvbo,0.5281745605020945
Sundbyberg,0.19947700678031666
Solna strand,0.9751679884271397
Huvudsta,0.9829937814551888
Hagsätra,0.711977286127211
Rågsved,0.24312504005981972
Högdalen,0.9768569382181215
Bandhagen,0.7899130129869062
Stureby,0.707593776189763
Svedmyra,0.18302090364956403
Sockenplan,0.22688832936291792
Enskedegård,0.5450555787472185
Globen,0.5603952243129222
Gullmarsplan,0.040700934693923996
Skanstull,0.547011695074449
Medborgarplatsen,0.15116190165497656
Slussen,0.6041559126930443
Gamla stan,0.4854658494086559
Hötorget,0.9348729947982042
Rådmansgatan,0.05191800427027082
Odenplan,0.6941112608200112
S:t Eriksplan,0.5027867660053058
Fridhemsplan,0.9703591569915112
Thorildsplan,0.4056414337356735
Krisineberg,0.9614867419605642
Alvik,0.925007924161837
Stora mossen,0.978772363155147
Abrahamsberg,0.2277595725498418
Brommaplan,0.4457745389061565
Åkeshov,0.22199765272240635
Ängbyplan,0.37573162377839875
Islandstorget,0.03720526313488415
Blackberg,0.4349718441296907
Råcksta,0.8572954752515352
Vällingby,0.48963558996608847
Johannelund,0.6763904899172468
Farsta strand,0.3505160191674751
Farsta,0.5475547604495963
Hökarängen,0.6132771865917719
Gubbängen,0.7362110480662194
Tallkrogen,0.2623224596219872
Skogskyrkogården,0.8193570303028931
Sandsborg,0.0521726666446477
Blåsut,0.33343025137799387
Skärmarbrink,0.6374776701169363
Skarpnäck,0.684200971619794
Bagarmossen,0.8566665804547469
Kärrtorp,0.3367819233672541
Björkhagen,0.2258807776209273
Hammarbyhöjden,0.7059710627790344
Hässelby gård,0.7877177131830366
Ropsten,0.8429886332423923
Gärdet,0.9594664250621924
Karlaplan,0.7529779383037847
Mörby centrum,0.5557957762298099
Danderyds sjukhus,0.09644586850293302
Bergshamra,0.27728852893369094
Universitetet,0.0443688862588979
Tekniska högskolan,0.7001564019224524
Stadion,0.8413234155504262
Östermalmstorg,0.4825432673878991
Mariatorget,0.45565583929785847
Zinkensdamm,0.9258309743320897
Hornstull,0.22867534394746458
Liljeholmen,0.005949442923747439
Midsommarkransen,0.5492638707219869
Telefonplan,0.6511970969166073
Hägerstensåsen,0.11662194582085916
Västertorp,0.7001648875495218
Fruängen,0.8528563527977415
Aspudden,0.5876964359085202
Örnsberg,0.19136487071517694
Axelsberg,0.5353780479639622
Mälarhöjden,0.02262313503794655
Bredäng,0.3419993854453308
Sätra,0.40032097362885966
Skärholmen,0.47531727480613706
Vårberg,0.993255806563477
Vårby gård,0.7458717847961231
Masmo,0.8340207416158851
Fittja,0.8856196880837293
Alby,0.25212828353874517
Hallunda,0.28194818707494806
Norsborg,0.12735140375877796
